segment_id,direction,edge_id,edge_order,axis_position,matched_length_m,segment_length_m,match_ratio,current_lanes,target_lanes,lane_delta,repair_target,repair_reason
S2,upbound,-174870621#2,1,0.0,45.25,181.0,0.25,2,3,1,False,excluded_low_overlap
S2,upbound,-381802847#0,2,0.253624,144.8,181.0,0.8,1,3,2,True,dominant_mainline_overlap_lane_repair
S2,upbound,-174870621#0,3,0.339631,126.7,181.0,0.7,2,3,1,True,dominant_mainline_overlap_lane_repair
S2,upbound,183272387#0,4,0.61942,72.4,181.0,0.4,2,3,1,True,dominant_mainline_overlap_lane_repair
S2,upbound,578313748#0,5,0.645088,81.45,181.0,0.45,2,3,1,True,dominant_mainline_overlap_lane_repair
S2,upbound,183272387#1,6,0.758231,63.35,181.0,0.35,2,3,1,True,dominant_mainline_overlap_lane_repair
S2,upbound,578313748#2,7,0.837829,72.4,181.0,0.4,2,3,1,True,dominant_mainline_overlap_lane_repair
S2,upbound,800229255,8,0.928807,54.3,181.0,0.3,2,3,1,False,excluded_low_overlap
S2,upbound,180368918#0,9,1.0,36.2,181.0,0.2,2,3,1,False,excluded_low_overlap
S2,upbound,183272387#2,10,1.0,36.2,181.0,0.2,2,3,1,False,excluded_low_overlap
S2,downbound,-180368918#0,1,0.0,36.2,181.0,0.2,2,3,1,False,excluded_low_overlap
S2,downbound,183272647,2,0.0,54.3,181.0,0.3,1,3,2,False,excluded_low_overlap
S2,downbound,218923178#7,3,0.0,18.1,181.0,0.1,3,3,0,False,excluded_low_overlap
S2,downbound,-800229255,4,0.079363,54.3,181.0,0.3,2,3,1,False,excluded_low_overlap
S2,downbound,578313749#0,5,0.092418,54.3,181.0,0.3,3,3,0,False,excluded_low_overlap
S2,downbound,-578313748#2,6,0.17097,72.4,181.0,0.4,2,3,1,True,dominant_mainline_overlap_lane_repair
S2,downbound,578313749#1,7,0.188085,72.4,181.0,0.4,3,3,0,True,dominant_mainline_overlap_lane_repair
S2,downbound,-578313748#0,8,0.362208,81.45,181.0,0.45,2,3,1,True,dominant_mainline_overlap_lane_repair
S2,downbound,174870621#0,9,0.662186,126.7,181.0,0.7,2,3,1,True,dominant_mainline_overlap_lane_repair
S2,downbound,381802847#0,10,0.746886,135.75,181.0,0.75,1,3,2,True,dominant_mainline_overlap_lane_repair
S2,downbound,174870621#2,11,1.0,45.25,181.0,0.25,2,3,1,False,excluded_low_overlap
S3,upbound,578313748#2,1,0.0,18.457143,129.2,0.142857,2,3,1,False,excluded_low_overlap
S3,upbound,800229255,2,0.0,27.685714,129.2,0.214286,2,3,1,False,excluded_low_overlap
S3,upbound,180368918#0,3,0.233333,83.057143,129.2,0.642857,2,3,1,True,dominant_mainline_overlap_lane_repair
S3,upbound,180368918#3,4,0.719181,83.057143,129.2,0.642857,2,3,1,True,dominant_mainline_overlap_lane_repair
S3,upbound,180368918#5,5,0.996617,46.142857,129.2,0.357143,2,3,1,True,dominant_mainline_overlap_lane_repair
S3,upbound,180368918#6,6,1.0,9.228571,129.2,0.071429,2,3,1,False,excluded_low_overlap
S3,downbound,-180368918#5,1,0.0,46.142857,129.2,0.357143,2,3,1,True,dominant_mainline_overlap_lane_repair
S3,downbound,-180368918#6,2,0.0,9.228571,129.2,0.071429,2,3,1,False,excluded_low_overlap
S3,downbound,-180368918#3,3,0.268205,83.057143,129.2,0.642857,2,3,1,True,dominant_mainline_overlap_lane_repair
S3,downbound,-180368918#0,4,0.751581,83.057143,129.2,0.642857,2,3,1,True,dominant_mainline_overlap_lane_repair
S3,downbound,183272647,5,0.825831,64.6,129.2,0.5,1,3,2,True,dominant_mainline_overlap_lane_repair
S3,downbound,218923178#7,6,0.879488,9.228571,129.2,0.071429,3,3,0,False,excluded_low_overlap
S3,downbound,-578313748#2,7,1.0,18.457143,129.2,0.142857,2,3,1,False,excluded_low_overlap
S3,downbound,-800229255,8,1.0,27.685714,129.2,0.214286,2,3,1,False,excluded_low_overlap
S4,upbound,180368918#3,1,0.0,8.992857,125.9,0.071429,2,3,1,False,excluded_low_overlap
S4,upbound,180368918#5,2,0.020646,44.964286,125.9,0.357143,2,3,1,True,dominant_mainline_overlap_lane_repair
S4,upbound,180368918#6,3,0.293648,71.942857,125.9,0.571429,2,3,1,True,dominant_mainline_overlap_lane_repair
S4,upbound,180368918#7,4,0.717051,89.928571,125.9,0.714286,2,3,1,True,dominant_mainline_overlap_lane_repair
S4,upbound,180368918#8,5,1.0,17.985714,125.9,0.142857,2,3,1,False,excluded_low_overlap
S4,upbound,913702834,6,1.0,17.985714,125.9,0.142857,1,3,2,False,excluded_low_overlap
S4,downbound,-180368918#8,1,0.0,17.985714,125.9,0.142857,2,3,1,False,excluded_low_overlap
S4,downbound,1395426737#0,2,0.0,8.992857,125.9,0.071429,1,3,2,False,excluded_low_overlap
S4,downbound,1395426737#1,3,0.0,26.978571,125.9,0.214286,1,3,2,False,excluded_low_overlap
S4,downbound,-180368918#7,4,0.279894,89.928571,125.9,0.714286,2,3,1,True,dominant_mainline_overlap_lane_repair
S4,downbound,-180368918#6,5,0.704421,80.935714,125.9,0.642857,2,3,1,True,dominant_mainline_overlap_lane_repair
S4,downbound,-180368918#5,6,0.977461,44.964286,125.9,0.357143,2,3,1,True,dominant_mainline_overlap_lane_repair
S4,downbound,-180368918#3,7,1.0,17.985714,125.9,0.142857,2,3,1,False,excluded_low_overlap
S5,upbound,180368918#7,1,0.0,13.366667,40.1,0.333333,2,2,0,False,excluded_low_overlap
S5,upbound,913702834,2,0.32026,20.05,40.1,0.5,1,2,1,True,dominant_mainline_overlap_lane_repair
S5,upbound,180368918#8,3,0.556047,40.1,40.1,1.0,2,2,0,True,dominant_mainline_overlap_lane_repair
S5,downbound,-218773868#0,1,0.0,6.683333,40.1,0.166667,2,3,1,False,excluded_low_overlap
S5,downbound,1395426737#0,2,0.0,40.1,40.1,1.0,1,3,2,True,dominant_mainline_overlap_lane_repair
S5,downbound,-180368918#8,3,0.431689,40.1,40.1,1.0,2,3,1,True,dominant_mainline_overlap_lane_repair
S5,downbound,1395426737#1,4,0.632845,40.1,40.1,1.0,1,3,2,True,dominant_mainline_overlap_lane_repair
S5,downbound,-180368918#7,5,1.0,20.05,40.1,0.5,2,3,1,True,dominant_mainline_overlap_lane_repair
S6,upbound,180368918#8,1,0.0,19.330435,444.6,0.043478,2,2,0,False,excluded_low_overlap
S6,upbound,218773868#0,2,0.074986,57.991304,444.6,0.130435,2,2,0,False,excluded_low_overlap
S6,upbound,218773868#2,3,0.190611,86.986957,444.6,0.195652,2,2,0,False,excluded_low_overlap
S6,upbound,218773868#3,4,0.330243,67.656522,444.6,0.152174,2,2,0,False,excluded_low_overlap
S6,upbound,218773868#4,5,0.467857,106.317391,444.6,0.23913,2,2,0,False,excluded_low_overlap
S6,upbound,218773868#5,6,0.619812,86.986957,444.6,0.195652,2,2,0,False,excluded_low_overlap
S6,upbound,218773868#6,7,0.720547,57.991304,444.6,0.130435,2,2,0,False,excluded_low_overlap
S6,upbound,-1455512070,8,0.838482,125.647826,444.6,0.282609,2,2,0,False,excluded_low_overlap
S6,upbound,428260110,9,1.0,28.995652,444.6,0.065217,2,2,0,False,excluded_low_overlap
S6,downbound,1455512066,1,0.0,28.995652,444.6,0.065217,2,3,1,False,excluded_low_overlap
S6,downbound,785130603,2,0.0,28.995652,444.6,0.065217,1,3,2,False,excluded_low_overlap
S6,downbound,1455512070,3,0.162182,125.647826,444.6,0.282609,2,3,1,False,excluded_low_overlap
S6,downbound,-218773868#6,4,0.279859,77.321739,444.6,0.173913,2,3,1,False,excluded_low_overlap
S6,downbound,-218773868#5,5,0.380378,106.317391,444.6,0.23913,2,3,1,False,excluded_low_overlap
S6,downbound,-218773868#4,6,0.532389,115.982609,444.6,0.26087,2,3,1,False,excluded_low_overlap
S6,downbound,-218773868#3,7,0.670217,77.321739,444.6,0.173913,2,3,1,False,excluded_low_overlap
S6,downbound,-218773868#2,8,0.8099,96.652174,444.6,0.217391,2,3,1,False,excluded_low_overlap
S6,downbound,-218773868#0,9,0.923917,67.656522,444.6,0.152174,2,3,1,False,excluded_low_overlap
S6,downbound,1395426737#0,10,0.990979,57.991304,444.6,0.130435,1,3,2,False,excluded_low_overlap
S6,downbound,-180368918#8,11,1.0,28.995652,444.6,0.065217,2,3,1,False,excluded_low_overlap
S6,downbound,1395426737#1,12,1.0,9.665217,444.6,0.021739,1,3,2,False,excluded_low_overlap
S7,upbound,428260110,1,0.075594,76.044444,342.2,0.222222,2,2,0,False,excluded_low_overlap
S7,upbound,785130600#0,2,0.208866,104.561111,342.2,0.305556,2,2,0,False,excluded_low_overlap
S7,upbound,785130600#1,3,0.352653,76.044444,342.2,0.222222,2,2,0,False,excluded_low_overlap
S7,upbound,381453320#0,4,0.435046,57.033333,342.2,0.166667,1,2,1,False,excluded_low_overlap
S7,upbound,785130600#2,5,0.627046,199.616667,342.2,0.583333,2,2,0,True,dominant_mainline_overlap_lane_repair
S7,upbound,785130600#3,6,0.930879,85.55,342.2,0.25,2,2,0,False,excluded_low_overlap
S7,upbound,1455497345,7,1.0,9.505556,342.2,0.027778,2,2,0,False,excluded_low_overlap
S7,downbound,1455497343#0,1,0.044277,66.538889,342.2,0.194444,2,3,1,False,excluded_low_overlap
S7,downbound,1455497343#1,2,0.229174,142.583333,342.2,0.416667,2,3,1,True,dominant_mainline_overlap_lane_repair
S7,downbound,1455497343#2,3,0.434645,95.055556,342.2,0.277778,2,3,1,False,excluded_low_overlap
S7,downbound,-381453320#0,4,0.558494,66.538889,342.2,0.194444,1,3,2,False,excluded_low_overlap
S7,downbound,1455497343#3,5,0.586787,114.066667,342.2,0.333333,2,3,1,False,excluded_low_overlap
S7,downbound,1455497343#4,6,0.790552,133.077778,342.2,0.388889,2,3,1,True,dominant_mainline_overlap_lane_repair
S7,downbound,1455512066,7,0.947294,66.538889,342.2,0.194444,2,3,1,False,excluded_low_overlap
S7,downbound,785130603,8,0.948039,66.538889,342.2,0.194444,1,3,2,False,excluded_low_overlap
S8,upbound,785130600#3,1,0.0,37.666667,45.2,0.833333,2,3,1,True,dominant_mainline_overlap_lane_repair
S8,upbound,1455497345,2,1.0,45.2,45.2,1.0,2,3,1,True,dominant_mainline_overlap_lane_repair
S8,downbound,785130598#8,1,0.0,37.666667,45.2,0.833333,2,2,0,True,dominant_mainline_overlap_lane_repair
S8,downbound,1455497343#0,2,1.0,30.133333,45.2,0.666667,2,2,0,True,dominant_mainline_overlap_lane_repair
S9,upbound,1455497345,1,0.078302,105.263265,468.9,0.22449,2,3,1,False,excluded_low_overlap
S9,upbound,218773869#1,2,0.207914,105.263265,468.9,0.22449,2,3,1,False,excluded_low_overlap
S9,upbound,218773869#3,3,0.333513,86.12449,468.9,0.183673,2,3,1,False,excluded_low_overlap
S9,upbound,218773869#4,4,0.42514,105.263265,468.9,0.22449,2,3,1,False,excluded_low_overlap
S9,upbound,218773869#5,5,0.522829,105.263265,468.9,0.22449,2,3,1,False,excluded_low_overlap
S9,upbound,218773869#6,6,0.671661,143.540816,468.9,0.306122,2,3,1,False,excluded_low_overlap
S9,upbound,218773869#7,7,0.862612,114.832653,468.9,0.244898,2,3,1,False,excluded_low_overlap
S9,upbound,218773869#8,8,0.90958,66.985714,468.9,0.142857,2,3,1,False,excluded_low_overlap
S9,upbound,218773869#9,9,0.937857,66.985714,468.9,0.142857,2,3,1,False,excluded_low_overlap
S9,upbound,-273638834#2,10,0.941996,57.416327,468.9,0.122449,1,3,2,False,excluded_low_overlap
S9,upbound,219696193#1,11,1.0,19.138776,468.9,0.040816,2,3,1,False,excluded_low_overlap
S9,downbound,781985792#3,1,0.0,28.708163,468.9,0.061224,2,2,0,False,excluded_low_overlap
S9,downbound,785130598#0,2,0.05181,66.985714,468.9,0.142857,2,2,0,False,excluded_low_overlap
S9,downbound,273638834#2,3,0.053356,47.846939,468.9,0.102041,1,2,1,False,excluded_low_overlap
S9,downbound,785130598#1,4,0.069022,76.555102,468.9,0.163265,2,2,0,False,excluded_low_overlap
S9,downbound,785130598#2,5,0.177994,210.526531,468.9,0.44898,2,2,0,True,dominant_mainline_overlap_lane_repair
S9,downbound,785130598#3,6,0.451972,95.693878,468.9,0.204082,2,2,0,False,excluded_low_overlap
S9,downbound,785130598#4,7,0.524754,86.12449,468.9,0.183673,2,2,0,False,excluded_low_overlap
S9,downbound,785130598#5,8,0.646344,114.832653,468.9,0.244898,2,2,0,False,excluded_low_overlap
S9,downbound,785130598#6,9,0.75273,95.693878,468.9,0.204082,2,2,0,False,excluded_low_overlap
S9,downbound,785130598#7,10,0.856677,66.985714,468.9,0.142857,2,2,0,False,excluded_low_overlap
S9,downbound,785130598#8,11,0.957895,76.555102,468.9,0.163265,2,2,0,False,excluded_low_overlap
S10,upbound,-273638834#1,1,0.0,18.652174,214.5,0.086957,1,2,1,False,excluded_low_overlap
S10,upbound,-273638834#2,2,0.0,18.652174,214.5,0.086957,1,2,1,False,excluded_low_overlap
S10,upbound,218773869#9,3,0.0,18.652174,214.5,0.086957,2,2,0,False,excluded_low_overlap
S10,upbound,219696193#1,4,0.178516,102.586957,214.5,0.478261,2,2,0,True,dominant_mainline_overlap_lane_repair
S10,upbound,219696193#2,5,0.521929,93.26087,214.5,0.434783,2,2,0,True,dominant_mainline_overlap_lane_repair
S10,upbound,781985793#0,6,0.682824,65.282609,214.5,0.304348,2,2,0,False,excluded_low_overlap
S10,upbound,781985793#1,7,0.840192,93.26087,214.5,0.434783,2,2,0,True,dominant_mainline_overlap_lane_repair
S10,upbound,180368915#0,8,0.994047,37.304348,214.5,0.173913,2,2,0,False,excluded_low_overlap
S10,upbound,180368915#1,9,1.0,27.978261,214.5,0.130435,2,2,0,False,excluded_low_overlap
S10,upbound,420361196,10,1.0,37.304348,214.5,0.173913,2,2,0,False,excluded_low_overlap
S10,downbound,773060736,1,0.0,37.304348,214.5,0.173913,1,3,2,False,excluded_low_overlap
S10,downbound,781985783,2,0.0,37.304348,214.5,0.173913,2,3,1,False,excluded_low_overlap
S10,downbound,782892492#1,3,0.0,9.326087,214.5,0.043478,1,3,2,False,excluded_low_overlap
S10,downbound,781985779#0,4,0.070589,65.282609,214.5,0.304348,2,3,1,False,excluded_low_overlap
S10,downbound,781985779#1,5,0.244704,102.586957,214.5,0.478261,2,3,1,True,dominant_mainline_overlap_lane_repair
S10,downbound,781985792#0,6,0.406036,83.934783,214.5,0.391304,2,3,1,True,dominant_mainline_overlap_lane_repair
S10,downbound,781985792#1,7,0.499035,74.608696,214.5,0.347826,2,3,1,False,excluded_low_overlap
S10,downbound,781985792#2,8,0.647311,111.913043,214.5,0.521739,2,3,1,True,dominant_mainline_overlap_lane_repair
S10,downbound,781985792#3,9,0.898101,74.608696,214.5,0.347826,2,3,1,False,excluded_low_overlap
S10,downbound,273638834#1,10,1.0,18.652174,214.5,0.086957,1,3,2,False,excluded_low_overlap
S10,downbound,273638834#2,11,1.0,18.652174,214.5,0.086957,1,3,2,False,excluded_low_overlap
S10,downbound,785130598#0,12,1.0,18.652174,214.5,0.086957,2,3,1,False,excluded_low_overlap
S10,downbound,785130598#1,13,1.0,9.326087,214.5,0.043478,2,3,1,False,excluded_low_overlap
S11,upbound,180368915#0,1,0.0,36.828571,128.9,0.285714,2,2,0,False,excluded_low_overlap
S11,upbound,781985793#1,2,0.0,27.621429,128.9,0.214286,2,2,0,False,excluded_low_overlap
S11,upbound,180368915#1,3,0.115697,46.035714,128.9,0.357143,2,2,0,True,dominant_mainline_overlap_lane_repair
S11,upbound,180368915#2,4,0.415448,82.864286,128.9,0.642857,2,2,0,True,dominant_mainline_overlap_lane_repair
S11,upbound,420361196,5,0.600633,128.9,128.9,1.0,2,2,0,True,dominant_mainline_overlap_lane_repair
S11,upbound,180368915#3,6,0.754734,64.45,128.9,0.5,2,2,0,True,dominant_mainline_overlap_lane_repair
S11,downbound,783692390#1,1,0.0,9.207143,128.9,0.071429,1,2,1,False,excluded_low_overlap
S11,downbound,1109231377#1,2,0.104597,55.242857,128.9,0.428571,1,2,1,True,dominant_mainline_overlap_lane_repair
S11,downbound,781985783,3,0.308349,128.9,128.9,1.0,2,2,0,True,dominant_mainline_overlap_lane_repair
S11,downbound,782892492#0,4,0.35103,92.071429,128.9,0.714286,1,2,1,True,dominant_mainline_overlap_lane_repair
S11,downbound,782892492#1,5,0.671962,92.071429,128.9,0.714286,1,2,1,True,dominant_mainline_overlap_lane_repair
S11,downbound,773060736,6,0.940233,46.035714,128.9,0.357143,1,2,1,True,dominant_mainline_overlap_lane_repair
S11,downbound,781985779#0,7,1.0,36.828571,128.9,0.285714,2,2,0,False,excluded_low_overlap
S12,upbound,180368915#3,1,0.0,18.3,201.3,0.090909,2,2,0,False,excluded_low_overlap
S12,upbound,420361196,2,0.0,82.35,201.3,0.409091,2,2,0,True,dominant_mainline_overlap_lane_repair
S12,upbound,218915133#0,3,0.172754,54.9,201.3,0.272727,2,2,0,False,excluded_low_overlap
S12,upbound,218915133#1,4,0.297945,91.5,201.3,0.454545,2,2,0,True,dominant_mainline_overlap_lane_repair
S12,upbound,180445419,5,0.504044,164.7,201.3,0.818182,2,2,0,True,dominant_mainline_overlap_lane_repair
S12,upbound,218915133#2,6,0.568897,100.65,201.3,0.5,2,2,0,True,dominant_mainline_overlap_lane_repair
S12,upbound,218915133#3,7,0.746308,73.2,201.3,0.363636,2,2,0,True,dominant_mainline_overlap_lane_repair
S12,upbound,347237859#0,8,0.957776,82.35,201.3,0.409091,2,2,0,True,dominant_mainline_overlap_lane_repair
S12,upbound,347237859#1,9,1.0,9.15,201.3,0.045455,2,2,0,False,excluded_low_overlap
S12,downbound,781985786#7,1,0.0,18.3,201.3,0.090909,3,2,-1,False,excluded_low_overlap
S12,downbound,781985786#8,2,0.135446,82.35,201.3,0.409091,3,2,-1,True,dominant_mainline_overlap_lane_repair
S12,downbound,1109231376,3,0.295199,73.2,201.3,0.363636,1,2,1,True,dominant_mainline_overlap_lane_repair
S12,downbound,620607766#0,4,0.358576,73.2,201.3,0.363636,1,2,1,True,dominant_mainline_overlap_lane_repair
S12,downbound,620607766#1,5,0.414341,73.2,201.3,0.363636,1,2,1,True,dominant_mainline_overlap_lane_repair
S12,downbound,781985784,6,0.505798,155.55,201.3,0.772727,2,2,0,True,dominant_mainline_overlap_lane_repair
S12,downbound,620607766#2,7,0.520725,64.05,201.3,0.318182,1,2,1,False,excluded_low_overlap
S12,downbound,783692390#0,8,0.613848,155.55,201.3,0.772727,1,2,1,True,dominant_mainline_overlap_lane_repair
S12,downbound,1109231377#1,9,1.0,27.45,201.3,0.136364,1,2,1,False,excluded_low_overlap
S12,downbound,781985783,10,1.0,82.35,201.3,0.409091,2,2,0,True,dominant_mainline_overlap_lane_repair
S12,downbound,782892492#0,11,1.0,9.15,201.3,0.045455,1,2,1,False,excluded_low_overlap
S13,upbound,347237859#0,1,0.0,48.0,64.0,0.75,2,3,1,True,dominant_mainline_overlap_lane_repair
S13,upbound,347237859#1,2,0.594073,64.0,64.0,1.0,2,3,1,True,dominant_mainline_overlap_lane_repair
S13,upbound,347237859#2,3,1.0,32.0,64.0,0.5,2,3,1,True,dominant_mainline_overlap_lane_repair
S13,upbound,347237859#3,4,1.0,8.0,64.0,0.125,2,3,1,False,excluded_low_overlap
S13,downbound,781985786#6,1,0.0,32.0,64.0,0.5,3,3,0,True,dominant_mainline_overlap_lane_repair
S13,downbound,781985786#7,2,0.570791,64.0,64.0,1.0,3,3,0,True,dominant_mainline_overlap_lane_repair
S13,downbound,781985786#8,3,1.0,32.0,64.0,0.5,3,3,0,True,dominant_mainline_overlap_lane_repair
S14,upbound,347237859#1,1,0.0,27.586364,202.3,0.136364,2,3,1,False,excluded_low_overlap
S14,upbound,347237859#2,2,0.04155,55.172727,202.3,0.272727,2,3,1,False,excluded_low_overlap
S14,upbound,347237859#3,3,0.284855,137.931818,202.3,0.681818,2,3,1,True,dominant_mainline_overlap_lane_repair
S14,upbound,347237859#4,4,0.716481,119.540909,202.3,0.590909,2,3,1,True,dominant_mainline_overlap_lane_repair
S14,upbound,347237859#5,5,1.0,36.781818,202.3,0.181818,2,3,1,False,excluded_low_overlap
S14,downbound,781985786#3,1,0.057302,91.954545,202.3,0.454545,3,3,0,True,dominant_mainline_overlap_lane_repair
S14,downbound,781985786#4,2,0.449884,91.954545,202.3,0.454545,3,3,0,True,dominant_mainline_overlap_lane_repair
S14,downbound,781985786#5,3,0.659067,82.759091,202.3,0.409091,3,3,0,True,dominant_mainline_overlap_lane_repair
S14,downbound,781985786#6,4,0.877077,73.563636,202.3,0.363636,3,3,0,True,dominant_mainline_overlap_lane_repair
S14,downbound,781985786#7,5,1.0,18.390909,202.3,0.090909,3,3,0,False,excluded_low_overlap
S15,upbound,347237859#4,1,0.0,27.183333,163.1,0.166667,2,3,1,False,excluded_low_overlap
S15,upbound,347237859#5,2,0.149154,81.55,163.1,0.5,2,3,1,True,dominant_mainline_overlap_lane_repair
S15,upbound,781985787#0,3,0.57708,117.794444,163.1,0.722222,2,3,1,True,dominant_mainline_overlap_lane_repair
S15,upbound,913372757,4,1.0,27.183333,163.1,0.166667,1,3,2,False,excluded_low_overlap
S15,downbound,781985786#1,1,0.149995,18.122222,163.1,0.111111,3,3,0,False,excluded_low_overlap
S15,downbound,781985786#2,2,0.360132,126.855556,163.1,0.777778,3,3,0,True,dominant_mainline_overlap_lane_repair
S15,downbound,781985786#3,3,1.0,72.488889,163.1,0.444444,3,3,0,True,dominant_mainline_overlap_lane_repair
S16,upbound,781985789#0,1,0.13492,73.533333,220.6,0.333333,1,3,2,False,excluded_low_overlap
S16,upbound,781985789#1,2,0.210834,73.533333,220.6,0.333333,1,3,2,False,excluded_low_overlap
S16,upbound,218915135#3,3,0.60503,156.258333,220.6,0.708333,2,3,1,True,dominant_mainline_overlap_lane_repair
S16,upbound,218915135#4,4,0.984861,55.15,220.6,0.25,2,3,1,False,excluded_low_overlap
S16,upbound,781983104#0,5,1.0,9.191667,220.6,0.041667,2,3,1,False,excluded_low_overlap
S16,downbound,781983103#2,1,0.0,9.191667,220.6,0.041667,2,3,1,False,excluded_low_overlap
S16,downbound,921117704#0,2,0.201441,73.533333,220.6,0.333333,2,3,1,False,excluded_low_overlap
S17,upbound,218915135#4,1,0.0,54.063158,171.2,0.315789,2,3,1,False,excluded_low_overlap
S17,upbound,781983104#0,2,0.452987,144.168421,171.2,0.842105,2,3,1,True,dominant_mainline_overlap_lane_repair
S17,upbound,-955312947#1,3,0.592731,63.073684,171.2,0.368421,1,3,2,True,dominant_mainline_overlap_lane_repair
S17,upbound,781983104#1,4,1.0,72.084211,171.2,0.421053,2,3,1,True,dominant_mainline_overlap_lane_repair
S17,downbound,619147739#6,1,0.0,45.052632,171.2,0.263158,2,3,1,False,excluded_low_overlap
S17,downbound,781983103#1,2,0.315343,117.136842,171.2,0.684211,2,3,1,True,dominant_mainline_overlap_lane_repair
S17,downbound,955312947#1,3,0.418168,54.063158,171.2,0.315789,1,3,2,False,excluded_low_overlap
S17,downbound,781983103#2,4,0.731085,108.126316,171.2,0.631579,2,3,1,True,dominant_mainline_overlap_lane_repair
S17,downbound,921117704#0,5,1.0,54.063158,171.2,0.315789,2,3,1,False,excluded_low_overlap
S18,upbound,781983104#1,1,0.269624,182.6,182.6,1.0,2,3,1,True,dominant_mainline_overlap_lane_repair
S18,upbound,333557072#1,2,0.929368,54.78,182.6,0.3,2,3,1,False,excluded_low_overlap
S18,upbound,315658884#1,3,1.0,27.39,182.6,0.15,1,3,2,False,excluded_low_overlap
S18,upbound,333557072#2,4,1.0,27.39,182.6,0.15,2,3,1,False,excluded_low_overlap
S18,downbound,-315658884#1,1,0.0,27.39,182.6,0.15,1,3,2,False,excluded_low_overlap
S18,downbound,619147739#3,2,0.0,9.13,182.6,0.05,2,3,1,False,excluded_low_overlap
S18,downbound,619147739#4,3,0.003116,54.78,182.6,0.3,2,3,1,False,excluded_low_overlap
S18,downbound,619147739#5,4,0.360799,127.82,182.6,0.7,2,3,1,True,dominant_mainline_overlap_lane_repair
S18,downbound,619147739#6,5,0.796486,109.56,182.6,0.6,2,3,1,True,dominant_mainline_overlap_lane_repair
S18,downbound,781983103#1,6,1.0,9.13,182.6,0.05,2,3,1,False,excluded_low_overlap
S19,upbound,-315658897#0,1,0.0,9.57931,277.8,0.034483,1,3,2,False,excluded_low_overlap
S19,upbound,333557072#1,2,0.0,38.317241,277.8,0.137931,2,3,1,False,excluded_low_overlap
S19,upbound,781983104#1,3,0.0,9.57931,277.8,0.034483,2,3,1,False,excluded_low_overlap
